target,uri,target_context,roberta_score
he ate,http://etc.usf.edu/lit2go/122/the-voyages-of-doctor-dolittle/2120/part-1-chapter-14-chee-chees-voyage/,"Puddleby Church and he knew that at last he was near his old home. When Chee-Chee had finished his story he ate six bananas without stopping and drank a whole bowlful of milk.
""My!"" he said, ""why wasn't I born with wings,",-0.9999
karen,http://www.680news.com/2014/08/01/john-tory-leads-in-voter-support-in-conservative-poll/,"support.
Chow has 26 per cent of voter support, followed by Ford at 23 per cent. David Soknacki and Coun. Karen Stintz round out the top five at three per cent.
The poll results were published on Toronto Star’s website on",-0.9999
sick,http://www.marksdailyapple.com/forum/printthread44544-18.html,"your favor that they chose wisely.
I never get it and I work in an environment where I'm exposed to sick children all the time. I hardly get sick anyway. It's a personal preference in my opinion.
[QUOTE=Paleobird;658316]Social responsibility folks. If",-0.9999
sick,http://www.marksdailyapple.com/forum/printthread44544-18.html,"get it and I work in an environment where I'm exposed to sick children all the time. I hardly get sick anyway. It's a personal preference in my opinion.
[QUOTE=Paleobird;658316]Social responsibility folks. If you live out in a cabin somewhere so",-0.9999
sick,http://www.marksdailyapple.com/forum/printthread44544-18.html,"is just wrong.[/B][/QUOTE]
But if the people around you have had their wonderful, powerful vaccine, then they should not get sick if the one person who wasn't vaccinated is sick.
This mentality shows that those who get vaccinated really don't believe",-0.9999
sick,http://www.marksdailyapple.com/forum/printthread44544-18.html,"have had their wonderful, powerful vaccine, then they should not get sick if the one person who wasn't vaccinated is sick.
This mentality shows that those who get vaccinated really don't believe in them 100%. I NEVER get any kind of",-0.9999
fire,http://www.ooccl.com/index.php?option=com_content&view=article&id=106&Itemid=101,"annexed by Dallas.
Some of the area's residents refused to accept annexation, attempting for a time to maintain the separate fire and police departments and even a separate mayor. Some Oak Cliff residents still refer to Oak Cliff as ""Dallas' stepchild.'",-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"1 Sainsbury's Scottish Oak Smoked Salmon, Taste the Difference 120g £3.00
1 De Cecco Fusilli 500g £1.55
1 Yorkshire Everyday Tea x80 £2.48
1 Dragonfly Moroccan Mint Tea 20's £1.99
3 Taylors of Harrogate Ground Coffee, Lazy Sunday 227g £8.35
2",-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"the Difference 120g £3.00
1 De Cecco Fusilli 500g £1.55
1 Yorkshire Everyday Tea x80 £2.48
1 Dragonfly Moroccan Mint Tea 20's £1.99
3 Taylors of Harrogate Ground Coffee, Lazy Sunday 227g £8.35
2 Hovis Granary Original Bread Medium Sliced 400g",-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,fancy this. They know that the Test is there for the taking after those two English wickets fell just before tea and the pressure is on Alastair Cook and Kevin Pietersen to get England out of this hole. It's fair to,-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"with quantum theory? Either way – and I'm going with quantum – Trott is gone and England are 11-2 at tea. After the break cake prankster Jacob Steinberg will be taking you through to the close.
WICKET! Trott lbw b Starc",-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"away down to the third man boundary. That should ease a few frayed nerves. Five more minutes to survive until tea.
6th over: England 6-0 (Cook 3, Root 1)
Starc gets a first look at Cook and he immediately finds the",-0.9999
tea,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"… fueled by several ham sandwiches, a scotch egg, a slice of victoria sponge and a good strong cup of tea. England will desperately want to end this and end it fast.
LUNCH – Australia 229-9
Australia lead by 14. Stick",-0.9999
67,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"or temperamant before,"" notes Daniel Butcher. ""This is Phil Hughes, for goodness sake.""
53rd over: Australia 227-9 (Hughes 63, Agar 67)
If you want to read more on young Agar, then you'd do well to take a look at this piece",-0.9999
mid,http://www.theguardian.com/sport/2013/jul/11/england-australia-ashes-2013-live-report,"then pulls the last of the over rather awkwardly over the same fielder for three.
OBO, like BT in the mid 80s, is bringing people together: ""I felt compelled to email in yesterday to the OBO and was amazed to receive,",-0.9999
epic,http://www.mcvuk.com/press-releases/read/ninety-nine-nights-fact-sheet/070464,"Action Adventure
Players: 1-2 Players Co-Op
Brief Game Description:
Ninety-Nine Nights II (N3II) is a high-energy action adventure game featuring epic battles against massive armies in a unique fantasy realm. This highly-anticipated sequel is the latest follow-up to the internationally-acclaimed Xbox",-0.9999
epic,http://www.mcvuk.com/press-releases/read/ninety-nine-nights-fact-sheet/070464,"that join the fray. Centering on“the inheritance of life,” a new battle between light and dark begins!
- <*>Encounter Massive Epic Battles: Staying true to its predecessor, N3II will pit players against hundreds of enemies on screen for some of the",-0.9999
sick,http://www.infoplease.com/t/hist/congress-of-women/6.html,"the darkest hours, whose sturdy health sustained her even through the most severe privations, who encouraged the well, nursed the sick and comforted the dying, a heroine who never lost her confidence and her cheerfulness, and also in her tireless regard",-0.9999
cooked,http://milwaukeemakerspace.org/category/cnc/,"Friday to showcase pieces she made inspired by church architecture and her trip to the Netherlands. This is something I cooked up for a background piece for the show.
The design work took several months and the actual creation of the",-0.9999
aura,http://www.kettlemag.com/article/thailand-land-thousand-smiles-and-zany-boys-puking,"on roller coasters) to reach the northern destination of Chiang Mai, a far cry from Bangkok’s buzzing smoggy streets.
The aura of Chiang Mai is one that can only be described as ‘magical’ (according to my fellow traveler, Sophie) and its",-0.9999
tea,http://www.laterooms.com/en/hotel-reviews/146770_cotswold-house-hotel-spa-a-bespoke-hotel-chipping-campden.aspx,"received a complimentary upgrade to a Superior King under the terms of the deal and was really top class. Quality tea and coffee with home made biscuits all contributed to the value for money we received.Would recommend to anyone!
A pleasant",-0.9999
cooked,https://4grassstainedboys.wordpress.com/,"exploring different options. I was all set to make Paleo meals (no grains, no dairy). I planned, I shopped, I cooked. I made Paleo chili…and threw in black beans. The next day I made a ginger chicken stir fry…and made brown",-0.9999
sick,https://lifeafterinfertility.wordpress.com/,"of appreciation for parents that deal with hospital visits all the time.
I would have preferred the poster child looking sick on the bed but charming the pants off the medical professionals but that wasn’t too be.
I think I just",-0.9999
67,http://www.ps2netdrivers.net/manual/panasonic.kx-f90/,"Yes Future support Yes Yes No Yes Yes Yes Yes Off, Low, Middle, High 8 steps Yes 3 points Yes 67 Hours (2GB SD card) Maximum 100 Yes Yes Yes Yes Yes
Display Status Indicator Keypad
Chassis Power supply PoE Power",-0.9999
sigma,http://www.ps2netdrivers.net/manual/panasonic.kx-f90/,"www.panasonic.com/support
Design and specifications subject to change without notice.
Arxd 109 Studioworks 45V Smartphones DXZ646MP KS-AX3300 Service Samsung SL35 KX-R190 Sigma DHT-1311XP LHD65EL P7000 SGH-J600V NX 8 Super-MRC Calculator HL-1260 RCD-991 MP500 Decker 600 Caulk Starflight KV-32FQ75D BTS15 MS101III EM 8",-0.9999
67,http://www.ps2netdrivers.net/manual/panasonic.kx-f90/,47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87,-0.9999
savage,http://www.cleveland.com/browns/index.ssf/2009/02/is_laveranues_coles_heading_to.html,"future of Joe Jurevicius in doubt. Last we heard from Jurevicius, he didn't want to see Romeo Crennel and Phil Savage go. He can't be pleased about the prospect of a physically tougher offseason after what his knee's been through the",-0.9999
tea,http://blog.pennlive.com/bargain-mom/2012/06/score_a_deal_even_at_jubilee_d.html,"course, I found what I believe to be the best deal! A Solo cup full of ice cold Lavender Mint tea from the ladies of Temple Beth Shalom. For $1. I had two cups. One on the way in, one on",-0.9999
sus,http://blog.presonus.com/index.php/page/13/,"sentía primitivo en comparación. Lo que me mantuvo trabajando en Studio One, sin embargo, fue su calidad de audio y sus características profesionales. Eso es algo a lo que yo no estaba dispuesto a renunciar”.
“Studio One no defrauda”, afirma Martínez.",-0.9999
fire,http://www.onohomes.com/,"Strict zoning regulations and stringent architectural requirements ensure Ono Island's integrity and ambiance. Ono offers its very own water tower, fire station and private harbor. Whether on Old River, Bayou St. John, Ono Harbour, Intracoastal Waterway, an Ono Island canal or",-0.9999
lit,http://www.vulture.com/2013/10/imagining-the-potter-spinoff-with-its-producer.html,"we suggested that Black could provide conflict, since he wouldn't support Newt's research or goals of understanding other species, Heyman lit up. ""I love this! I'm going to remember that."" As for the once and future headmaster Dumbledore, Heyman agreed that",-0.9999
salty,http://overacuppa.co.uk/two-months-of-blogging/,"week she was a marmite sort of person, well I like Marmite (actually I prefer Asda’s own brand not as salty but that is beyond the point) she has lots of trouble commenting on my blog as I do hers for",-0.9999
